customer_id,name,age,loyalty_member,gender_Female,gender_Male,gender_Other,city_Ahmedabad,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Pune
27,Patrick Richards,24,True,True,False,False,True,False,False,False,False,False,False,False,False,False
28,Debbie Villanueva,31,False,False,True,False,False,False,True,False,False,False,False,False,False,False
29,William Johnson,65,False,True,False,False,False,False,True,False,False,False,False,False,False,False
30,William Bailey,25,True,False,True,False,False,False,False,False,False,False,False,False,False,True
31,Charles Johnson,68,False,True,False,False,False,False,False,False,False,False,False,False,True,False
32,Diana Maddox,47,False,False,False,True,False,False,False,False,True,False,False,False,False,False
33,Victoria Perez,47,True,False,False,True,False,False,False,False,False,True,False,False,False,False
34,Jay Anderson,22,True,True,False,False,False,False,False,True,False,False,False,False,False,False
35,Hayley Fitzgerald,20,True,False,True,False,True,False,False,False,False,False,False,False,False,False
36,Gregory Black,69,False,False,False,True,False,False,False,False,False,False,False,False,True,False
37,Michelle Barr,48,True,False,False,True,False,False,False,False,False,True,False,False,False,False
38,Michael Lin,64,False,False,True,False,False,False,False,True,False,False,False,False,False,False
39,Dustin Murphy,21,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,Alicia Allen,35,False,True,False,False,False,False,False,False,False,False,False,False,False,True
41,Heidi Pitts,52,False,False,False,True,False,False,False,False,False,False,True,False,False,False
42,Bradley Grimes,66,True,True,False,False,True,False,False,False,False,False,False,False,False,False
43,Joyce Washington,32,False,False,False,True,False,False,False,False,True,False,False,False,False,False
44,Kaitlin Mitchell,58,False,True,False,False,False,False,False,False,False,False,True,False,False,False
45,Amy Hall,67,True,True,False,False,False,False,False,False,False,False,False,True,False,False
46,John Rojas,19,True,False,False,True,False,False,False,False,False,False,False,True,False,False
47,Shawn Soto,65,False,True,False,False,False,False,False,False,False,True,False,False,False,False
48,Jimmy Cooper,52,False,False,False,True,False,False,False,False,False,False,False,False,False,True
49,Tanya Keller,28,True,False,True,False,False,False,False,False,False,False,False,False,True,False
50,Sara Brown,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False
51,Patricia Miller,34,False,False,True,False,False,False,False,False,False,False,False,False,True,False
52,Amy Martin,57,True,False,False,True,False,True,False,False,False,False,False,False,False,False
53,Courtney Williams,68,True,True,False,False,False,False,False,False,False,False,False,False,True,False
54,Kerry Bailey,19,False,False,True,False,False,False,False,False,False,False,False,False,False,True
55,Debbie Bartlett MD,40,False,True,False,False,False,False,True,False,False,False,False,False,False,False
56,Heidi Evans,40,False,False,True,False,False,False,False,False,False,False,False,True,False,False
57,Melanie Gentry,69,False,True,False,False,False,False,False,True,False,False,False,False,False,False
58,Edward Gomez,31,False,False,False,True,False,True,False,False,False,False,False,False,False,False
59,Ian Bell,23,True,False,True,False,True,False,False,False,False,False,False,False,False,False
60,Joshua Franco,70,True,False,False,True,False,False,False,False,True,False,False,False,False,False
61,Paula Green,30,True,True,False,False,False,False,False,False,False,True,False,False,False,False
62,Nathan Ware,23,False,True,False,False,False,True,False,False,False,False,False,False,False,False
63,Kendra Miller,32,True,False,False,True,False,False,False,False,True,False,False,False,False,False
64,Rhonda Orozco,52,True,False,True,False,False,False,True,False,False,False,False,False,False,False
65,Amanda Davis,52,False,False,False,True,False,False,False,False,False,True,False,False,False,False
66,Christopher Vargas,62,True,False,True,False,False,False,False,True,False,False,False,False,False,False
67,Joanna Woods,67,True,True,False,False,False,False,False,False,False,True,False,False,False,False
68,Jeffrey Johnson,37,True,True,False,False,False,False,False,False,True,False,False,False,False,False
69,Jason Ferguson,43,False,True,False,False,True,False,False,False,False,False,False,False,False,False
70,Bonnie Sanders,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False
71,Kimberly Stark,46,True,False,True,False,False,False,False,False,False,False,False,False,False,True
72,Lisa Ayala,18,True,False,False,True,False,False,False,False,False,True,False,False,False,False
73,Amanda Burton,60,False,True,False,False,False,False,False,False,False,False,False,False,False,True
74,Diane Burns,32,True,True,False,False,False,True,False,False,False,False,False,False,False,False
75,Jerry Dickerson,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True
76,Alexandra Smith,30,True,False,False,True,True,False,False,False,False,False,False,False,False,False
77,Terrence Miller,22,True,False,True,False,True,False,False,False,False,False,False,False,False,False
78,Katrina Cole,43,False,False,False,True,False,False,False,False,False,False,False,False,False,True
79,Donald Willis,35,True,True,False,False,False,False,True,False,False,False,False,False,False,False
80,Gabriela Rodriguez,36,False,True,False,False,False,False,False,False,True,False,False,False,False,False
81,Andrew Harding,56,False,True,False,False,False,False,False,False,False,False,False,False,False,True
82,Cynthia Castillo,30,False,False,False,True,True,False,False,False,False,False,False,False,False,False
83,Kyle Werner,29,False,True,False,False,False,True,False,False,False,False,False,False,False,False
84,Christopher Vaughn,47,False,True,False,False,False,False,False,False,False,False,False,False,False,True
85,Matthew Murray,63,False,True,False,False,False,False,False,False,True,False,False,False,False,False
86,Lindsey Duffy,23,True,True,False,False,False,False,False,False,False,False,False,False,False,True
87,David Keith,32,True,False,False,True,False,True,False,False,False,False,False,False,False,False
88,Samantha Garcia,60,True,True,False,False,False,False,False,False,False,False,False,False,True,False
89,Lindsay Bailey MD,34,False,False,False,True,False,False,False,False,False,False,False,False,True,False
90,Russell Turner,63,False,False,False,True,False,False,False,False,False,False,False,False,True,False
91,Rhonda Bennett,68,False,False,False,True,False,False,False,True,False,False,False,False,False,False
92,Robert Moore,59,False,False,True,False,False,False,False,False,False,False,False,True,False,False
93,Breanna Reed,64,True,False,False,True,False,False,False,False,True,False,False,False,False,False
94,Tammy Bell,32,False,False,True,False,False,False,True,False,False,False,False,False,False,False
95,Nancy Gonzalez,49,False,False,True,False,False,False,False,False,False,False,True,False,False,False
96,Dennis Fitzgerald,22,False,False,False,True,False,False,False,True,False,False,False,False,False,False
97,Robyn Thompson,58,False,False,False,True,False,False,False,False,False,False,False,True,False,False
98,Bruce Dorsey,61,True,False,False,True,False,False,False,False,True,False,False,False,False,False
99,Christina Schroeder,69,True,False,False,True,False,False,True,False,False,False,False,False,False,False
100,Tyler Brown,43,True,False,True,False,False,False,False,False,False,False,False,True,False,False
101,James Thompson,45,True,False,True,False,False,False,False,False,False,True,False,False,False,False
102,Richard Cruz,38,False,False,False,True,False,False,False,False,False,False,False,False,False,True
103,Christopher Rogers,21,True,False,False,True,False,False,False,False,True,False,False,False,False,False
104,Ryan Harrison,54,False,False,False,True,False,False,False,False,False,False,False,False,True,False
105,Michael Barrett,23,True,False,False,True,False,False,False,False,False,True,False,False,False,False
106,David Davis,34,True,False,True,False,False,False,True,False,False,False,False,False,False,False
107,Christine Martin,44,False,False,True,False,False,False,False,False,False,False,True,False,False,False
108,Lauren Pena,51,False,False,True,False,False,False,False,False,False,True,False,False,False,False
109,Suzanne Lane,46,False,False,False,True,False,False,False,False,True,False,False,False,False,False
110,Tracy Brown,49,False,False,True,False,False,False,True,False,False,False,False,False,False,False
111,Debra Cole,24,False,False,False,True,False,False,False,False,False,False,False,False,False,True
112,Sandra Little,42,False,False,True,False,False,False,False,True,False,False,False,False,False,False
113,Jacqueline Scott,65,True,True,False,False,False,False,False,False,True,False,False,False,False,False
114,Craig Martin,57,False,True,False,False,False,False,True,False,False,False,False,False,False,False
115,Charles Turner,37,True,False,True,False,False,False,False,False,False,False,False,True,False,False
116,Deanna Michael,26,True,True,False,False,False,False,False,False,False,True,False,False,False,False
117,Jason Perez,64,False,True,False,False,False,False,False,False,False,True,False,False,False,False
118,Michael Simmons,19,False,False,False,True,False,True,False,False,False,False,False,False,False,False
119,Kimberly Hanson,24,True,True,False,False,False,True,False,False,False,False,False,False,False,False
120,Danielle Sanders,53,False,True,False,False,False,False,False,False,False,False,True,False,False,False
121,Corey Stevens IV,51,True,False,True,False,False,False,False,False,False,False,False,False,False,True
122,Sarah Gonzales,46,True,True,False,False,False,False,False,False,True,False,False,False,False,False
123,Daniel Finley,24,True,False,True,False,False,False,False,False,False,False,True,False,False,False
124,Marcus Watson,26,False,False,False,True,False,False,False,False,False,True,False,False,False,False
125,Amanda Baker,43,False,True,False,False,False,False,False,False,True,False,False,False,False,False
126,Lawrence Curtis,18,False,True,False,False,False,False,False,True,False,False,False,False,False,False
127,Teresa Dixon,65,False,True,False,False,False,False,True,False,False,False,False,False,False,False
128,Patricia Cole,45,True,True,False,False,False,True,False,False,False,False,False,False,False,False
129,Deborah Coleman,37,False,True,False,False,False,False,False,False,False,False,False,True,False,False
130,Cory Nelson,51,False,True,False,False,False,False,False,True,False,False,False,False,False,False
131,Jessica Sherman,55,False,False,True,False,False,False,False,True,False,False,False,False,False,False
132,Yolanda Trevino,41,True,False,True,False,True,False,False,False,False,False,False,False,False,False
133,Thomas Murphy,33,False,True,False,False,False,True,False,False,False,False,False,False,False,False
134,Gabrielle Hicks,38,True,True,False,False,True,False,False,False,False,False,False,False,False,False
135,Robert Weaver,63,True,False,False,True,False,False,False,False,False,False,True,False,False,False
136,Alexis Jones,58,False,False,True,False,False,False,False,False,False,False,True,False,False,False
137,David Boone,34,True,False,False,True,False,False,False,False,False,False,True,False,False,False
138,Judith Lee,49,False,True,False,False,False,False,False,False,False,False,False,False,False,True
139,Theodore Robinson,52,False,True,False,False,False,False,False,False,False,True,False,False,False,False
140,Edward Owens,25,True,False,True,False,False,False,False,False,False,True,False,False,False,False
141,Ryan Perez,25,False,False,True,False,True,False,False,False,False,False,False,False,False,False
142,David Cook,20,True,True,False,False,False,False,False,False,False,True,False,False,False,False
143,Timothy Ramos,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False
144,Amy Oliver,52,False,False,True,False,False,True,False,False,False,False,False,False,False,False
145,Nicholas Harmon,41,True,False,True,False,False,False,True,False,False,False,False,False,False,False
146,Sharon Brewer,42,False,False,True,False,False,False,False,False,True,False,False,False,False,False
147,Mariah Oneal,69,True,False,True,False,False,False,True,False,False,False,False,False,False,False
148,Melissa White,49,False,True,False,False,False,False,False,False,False,False,True,False,False,False
149,James Kennedy,44,True,False,True,False,False,False,True,False,False,False,False,False,False,False
150,Joel Marks,24,True,False,False,True,False,False,False,False,False,False,False,True,False,False
151,Megan Moore,20,False,False,False,True,False,False,False,True,False,False,False,False,False,False
152,Rachel Lane,61,True,True,False,False,False,False,False,False,True,False,False,False,False,False
153,Justin Montes,58,True,False,True,False,False,False,False,False,False,False,False,True,False,False
154,Toni Wells,69,False,True,False,False,False,False,False,False,False,True,False,False,False,False
155,Joshua Barker,36,True,False,False,True,False,False,False,False,False,False,False,False,True,False
156,Jessica Herrera,26,True,True,False,False,True,False,False,False,False,False,False,False,False,False
157,Gregory Johnson,26,True,True,False,False,True,False,False,False,False,False,False,False,False,False
158,Richard Morgan,38,False,True,False,False,False,False,False,False,False,True,False,False,False,False
159,Reginald Green,30,True,False,False,True,False,False,False,False,False,False,False,False,True,False
160,Terri Finley,61,False,True,False,False,False,False,True,False,False,False,False,False,False,False
161,Kara Myers,49,True,False,False,True,False,False,True,False,False,False,False,False,False,False
162,Phillip Salazar,51,True,False,True,False,False,False,False,False,True,False,False,False,False,False
163,Walter Webb,68,True,False,False,True,False,False,False,False,False,False,False,True,False,False
164,Cynthia Bailey,28,False,False,False,True,False,False,False,False,False,False,False,False,True,False
165,Samantha Daugherty,34,False,False,True,False,False,False,False,False,False,False,False,True,False,False
166,Jeremy Bell,38,True,False,False,True,False,False,True,False,False,False,False,False,False,False
167,Kimberly Rowe,27,True,False,False,True,False,False,False,False,False,False,False,True,False,False
168,Bryan Williams,47,False,True,False,False,False,False,True,False,False,False,False,False,False,False
169,Brooke Vasquez,26,False,True,False,False,False,False,False,False,False,False,True,False,False,False
170,Kylie Decker,26,True,False,False,True,False,False,False,False,False,False,False,False,True,False
171,Aaron Roth,33,False,False,False,True,False,False,False,False,False,False,False,False,False,True
172,Jason Bentley,44,True,False,True,False,False,False,False,False,False,False,False,False,False,True
173,Harry Graham,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False
174,Erin Blackburn,55,True,False,False,True,False,False,False,False,False,False,False,False,True,False
175,Amanda Jones,51,True,False,False,True,False,False,False,False,False,True,False,False,False,False
176,Elizabeth Smith,18,True,False,False,True,False,False,False,False,True,False,False,False,False,False
177,Suzanne Jordan,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False
178,Brandon Rodriguez,52,False,False,True,False,False,False,False,False,False,True,False,False,False,False
179,Erin Grant,51,True,False,False,True,True,False,False,False,False,False,False,False,False,False
180,Elizabeth Haynes,68,True,False,False,True,False,True,False,False,False,False,False,False,False,False
181,Michael White,66,False,False,True,False,False,False,False,False,False,False,False,False,True,False
182,Melissa Bryant,22,True,False,True,False,False,False,False,False,False,True,False,False,False,False
183,Eric Gonzalez,66,True,True,False,False,False,False,False,False,False,False,False,True,False,False
184,Rebekah Wright,28,False,False,True,False,False,False,False,False,False,False,False,True,False,False
185,Haley Lara,42,True,False,False,True,False,False,False,False,False,False,False,False,False,True
186,Kathryn Watson,25,True,True,False,False,False,False,True,False,False,False,False,False,False,False
187,William Carey,40,True,False,False,True,False,False,False,True,False,False,False,False,False,False
188,Teresa Rodriguez,46,False,False,True,False,False,True,False,False,False,False,False,False,False,False
189,Jason Gregory,64,True,False,True,False,False,False,False,False,False,False,False,True,False,False
190,Kimberly Ramirez,70,False,False,False,True,False,False,False,False,False,False,False,True,False,False
191,Amanda Reynolds,70,False,False,True,False,False,False,False,False,False,True,False,False,False,False
192,Joshua Rollins,31,True,True,False,False,False,False,False,False,False,True,False,False,False,False
193,Antonio Campbell,37,False,False,False,True,False,True,False,False,False,False,False,False,False,False
194,Lauren Reyes,30,False,False,False,True,False,False,False,False,False,False,False,True,False,False
195,Jeffrey Wright,59,False,False,False,True,False,False,True,False,False,False,False,False,False,False
196,David Hall,40,True,False,False,True,False,False,False,True,False,False,False,False,False,False
197,Mary Sanchez,57,True,False,True,False,False,False,False,False,True,False,False,False,False,False
198,Christina Hansen,41,False,True,False,False,False,False,False,False,False,True,False,False,False,False
199,Kevin Hill,47,True,False,True,False,False,False,False,False,False,True,False,False,False,False
200,Corey Dunn,34,True,True,False,False,False,False,False,False,True,False,False,False,False,False
201,Cory Gibson,45,True,False,True,False,False,False,False,False,False,False,False,True,False,False
202,Roger Weiss,40,False,True,False,False,False,False,False,False,False,True,False,False,False,False
203,Peter Harris,41,True,False,True,False,False,False,False,False,False,False,False,False,True,False
204,Dr. Kyle Smith,55,False,True,False,False,False,False,False,True,False,False,False,False,False,False
205,David Matthews,64,True,False,False,True,False,False,False,False,False,False,False,True,False,False
206,Scott Johnson,68,False,False,False,True,False,False,False,False,False,False,False,True,False,False
207,Joseph Smith,22,False,True,False,False,True,False,False,False,False,False,False,False,False,False
208,Amber Sanchez,58,True,False,False,True,False,True,False,False,False,False,False,False,False,False
209,Andrew Gonzales,29,True,True,False,False,False,False,False,False,False,False,False,True,False,False
210,Amy Johnson,35,True,True,False,False,False,False,True,False,False,False,False,False,False,False
211,Courtney Cantu,69,True,False,True,False,False,False,False,False,False,True,False,False,False,False
212,Tracy Tucker,48,False,False,False,True,False,True,False,False,False,False,False,False,False,False
213,Kristen Stewart,39,False,False,False,True,False,False,True,False,False,False,False,False,False,False
214,Kristen Lopez,35,True,False,False,True,False,False,True,False,False,False,False,False,False,False
215,Cody Walton,20,False,False,False,True,False,True,False,False,False,False,False,False,False,False
216,Ralph Griffith,29,False,False,False,True,False,False,False,False,False,True,False,False,False,False
217,Ashley Leach,40,True,False,False,True,False,False,False,False,False,True,False,False,False,False
218,Steven Melendez,49,True,False,False,True,False,True,False,False,False,False,False,False,False,False
219,Kayla Smith,21,False,False,False,True,False,False,False,False,False,False,False,False,True,False
220,Joshua Perkins,47,False,False,True,False,False,False,False,True,False,False,False,False,False,False
221,Kayla Carpenter,36,False,False,True,False,False,False,False,False,False,False,True,False,False,False
222,Casey Conner,38,True,False,False,True,False,True,False,False,False,False,False,False,False,False
223,Juan Day,39,False,True,False,False,False,False,False,False,False,False,True,False,False,False
224,Paul Davidson,50,False,False,True,False,False,False,False,False,False,True,False,False,False,False
225,Frank Johnson,45,True,False,False,True,False,False,False,False,False,False,False,False,True,False
226,Thomas Barnes,24,True,True,False,False,False,False,False,False,False,True,False,False,False,False
227,Megan Brown,26,True,False,True,False,False,False,False,False,False,False,False,False,False,True
228,Michael Jenkins,35,False,False,False,True,False,True,False,False,False,False,False,False,False,False
229,Ricardo Brown,57,False,False,False,True,False,False,True,False,False,False,False,False,False,False
230,Thomas Walker,61,True,False,True,False,False,False,False,False,False,False,False,False,True,False
231,Brittany Day,40,True,False,True,False,False,False,False,False,False,False,False,True,False,False
232,Scott Harrington,43,True,False,False,True,True,False,False,False,False,False,False,False,False,False
233,Amanda Miranda,37,False,False,False,True,False,False,True,False,False,False,False,False,False,False
234,Carolyn Obrien,21,False,False,False,True,False,False,False,False,False,False,True,False,False,False
235,Gabriel Sharp,62,False,True,False,False,False,True,False,False,False,False,False,False,False,False
236,Rebecca Bird,52,False,True,False,False,True,False,False,False,False,False,False,False,False,False
237,Amy Jackson,47,True,True,False,False,False,False,False,False,True,False,False,False,False,False
238,Deborah Lewis,61,False,False,False,True,False,False,False,False,True,False,False,False,False,False
239,Ryan Snyder,46,True,False,True,False,False,False,False,False,False,True,False,False,False,False
240,Patricia Moore,57,True,False,True,False,False,False,False,False,False,False,False,False,True,False
241,Fernando Gibson,63,True,False,False,True,False,False,False,False,False,False,False,False,False,True
242,James Ramirez,35,False,False,False,True,True,False,False,False,False,False,False,False,False,False
243,Kevin Johnson,58,True,False,False,True,False,False,False,True,False,False,False,False,False,False
244,Keith Pierce,70,True,True,False,False,False,True,False,False,False,False,False,False,False,False
245,Wesley Long,61,True,False,True,False,False,True,False,False,False,False,False,False,False,False
246,Calvin Arnold,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False
247,Paul Martin,40,True,True,False,False,False,False,False,False,True,False,False,False,False,False
248,Johnathan Stevens,67,True,True,False,False,False,False,False,False,False,True,False,False,False,False
249,Alyssa Gibbs,50,False,True,False,False,False,False,False,False,False,False,False,False,False,True
250,Jane Ortiz,46,False,True,False,False,False,False,False,False,False,False,True,False,False,False
251,Valerie Palmer,26,False,True,False,False,False,False,False,False,False,True,False,False,False,False
252,Christopher Flores,53,False,True,False,False,False,False,False,False,False,False,False,False,False,True
253,Carrie Garcia,19,False,False,False,True,False,False,False,False,False,False,False,False,False,True
254,Susan Bradley,35,True,False,False,True,True,False,False,False,False,False,False,False,False,False
255,Robert Wilson,60,False,True,False,False,False,False,True,False,False,False,False,False,False,False
256,Anthony Carr,25,True,False,True,False,False,False,False,False,False,False,False,False,True,False
257,Brett Smith,21,False,False,True,False,False,False,False,False,False,False,True,False,False,False
258,Karen Ramsey,34,False,True,False,False,False,False,True,False,False,False,False,False,False,False
259,Mary Alvarado,33,False,False,True,False,False,False,True,False,False,False,False,False,False,False
260,Angela Doyle,57,True,False,False,True,False,False,False,False,False,False,True,False,False,False
261,Jordan Moreno,55,False,True,False,False,False,False,False,False,False,True,False,False,False,False
262,Ronnie Ramirez,36,False,True,False,False,False,False,False,False,False,False,False,False,True,False
263,Benjamin Olsen,70,False,False,True,False,False,False,True,False,False,False,False,False,False,False
264,Corey Thompson,20,True,True,False,False,False,False,False,False,False,False,False,False,False,True
265,Emily Alvarez,66,True,False,True,False,True,False,False,False,False,False,False,False,False,False
266,Barbara Stephens,45,True,False,False,True,False,False,False,False,False,False,True,False,False,False
267,Robert Long,22,False,False,False,True,False,False,False,True,False,False,False,False,False,False
268,Daniel Brennan,59,False,False,True,False,False,False,False,False,True,False,False,False,False,False
269,Kimberly Johnston,41,False,False,False,True,False,False,False,False,False,False,False,True,False,False
270,Emily Lutz,38,True,False,False,True,False,False,True,False,False,False,False,False,False,False
271,Angela Padilla,29,True,False,False,True,False,False,False,False,False,True,False,False,False,False
272,Jeremy Curtis MD,60,True,False,True,False,False,False,False,False,True,False,False,False,False,False
273,Kevin Shaw,36,False,False,True,False,False,False,False,False,False,False,False,True,False,False
274,Brittany Le,47,True,False,False,True,False,False,False,True,False,False,False,False,False,False
275,Paul Park,51,False,False,True,False,False,False,False,True,False,False,False,False,False,False
276,Susan Tate,46,False,False,False,True,True,False,False,False,False,False,False,False,False,False
277,Joseph Hunt,70,True,False,True,False,False,False,False,False,False,False,False,False,False,True
278,Robert Hansen,34,True,False,False,True,False,False,False,False,False,False,False,True,False,False
279,Jeffery Williams,55,True,False,False,True,False,False,False,False,False,False,True,False,False,False
280,Edward Palmer,46,True,False,True,False,False,False,True,False,False,False,False,False,False,False
281,Christopher Riddle,61,False,True,False,False,False,False,False,False,False,False,False,True,False,False
282,Jennifer Combs,48,True,True,False,False,False,False,False,False,False,False,False,True,False,False
283,Mrs. Sarah Stewart,58,False,True,False,False,True,False,False,False,False,False,False,False,False,False
284,Erik Jones,62,True,False,False,True,False,False,False,False,False,True,False,False,False,False
285,Samantha Hawkins,63,True,False,False,True,False,False,False,False,False,False,False,False,False,True
286,Barry Gutierrez,43,False,False,False,True,False,False,False,True,False,False,False,False,False,False
287,David Miller,69,False,True,False,False,False,False,False,False,False,False,False,False,False,True
288,Helen Nichols MD,64,True,True,False,False,False,False,False,False,False,True,False,False,False,False
289,Kendra Riley,52,True,True,False,False,False,False,False,False,True,False,False,False,False,False
290,Danielle Gonzalez,68,False,False,False,True,False,False,False,False,False,False,False,False,False,True
291,Sean Rice,28,False,False,False,True,False,False,False,True,False,False,False,False,False,False
292,Amanda Hanson,54,True,False,False,True,False,False,False,False,False,False,False,False,True,False
293,Matthew Robinson,38,True,False,True,False,False,False,False,True,False,False,False,False,False,False
294,Jacqueline Russo,44,False,False,True,False,False,False,False,False,False,False,True,False,False,False
295,David Martinez,62,True,True,False,False,False,False,True,False,False,False,False,False,False,False
296,Sean Evans,26,False,False,False,True,False,False,False,False,False,True,False,False,False,False
297,Danny Mullen,39,False,False,False,True,False,False,False,False,False,False,True,False,False,False
298,Mr. Jake Walker III,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False
299,Derek Jones,54,False,False,True,False,False,True,False,False,False,False,False,False,False,False
300,Frances Williams,51,True,False,True,False,False,False,False,False,True,False,False,False,False,False
301,David Ellison,49,False,False,False,True,False,False,False,False,True,False,False,False,False,False
302,Amber Rodriguez,31,True,False,True,False,False,False,False,False,False,True,False,False,False,False
303,Stephanie Reed,40,True,False,False,True,False,False,True,False,False,False,False,False,False,False
304,Todd Owen,28,False,False,False,True,False,False,False,False,True,False,False,False,False,False
305,Amanda Navarro,38,True,False,False,True,False,True,False,False,False,False,False,False,False,False
306,Jerry Shields,29,True,True,False,False,False,False,False,False,False,True,False,False,False,False
307,Lee Mendoza,65,False,False,True,False,False,False,True,False,False,False,False,False,False,False
308,Miranda Moore,38,True,True,False,False,False,False,False,True,False,False,False,False,False,False
309,Christina Stevens,67,False,True,False,False,False,True,False,False,False,False,False,False,False,False
310,Misty Morales,35,True,False,True,False,False,False,False,False,False,False,True,False,False,False
311,Andrew Nguyen,68,True,True,False,False,False,False,False,False,False,False,False,True,False,False
312,Emily Howell,50,True,True,False,False,False,False,False,False,True,False,False,False,False,False
313,Stacey Lowery,49,True,False,False,True,False,False,False,False,False,False,False,False,True,False
314,Emily Johnson,31,False,False,True,False,True,False,False,False,False,False,False,False,False,False
315,Victoria Duarte,58,True,False,True,False,False,True,False,False,False,False,False,False,False,False
316,Debra Elliott,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False
317,Amber Mendoza,42,False,False,True,False,False,False,True,False,False,False,False,False,False,False
318,Elizabeth Cummings,31,False,False,True,False,False,False,True,False,False,False,False,False,False,False
319,Lauren Leonard,18,True,False,True,False,False,False,False,False,False,False,False,False,False,True
320,Michelle Bowen,33,False,False,False,True,False,False,False,False,False,False,True,False,False,False
321,Jennifer Stafford,35,True,False,True,False,False,False,False,False,False,False,False,False,False,True
322,Benjamin Palmer,55,True,False,False,True,True,False,False,False,False,False,False,False,False,False
323,Charles Fernandez,69,True,False,True,False,False,False,False,False,False,False,True,False,False,False
324,William Wilson,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False
325,Allison Barajas,61,False,False,False,True,False,False,False,False,True,False,False,False,False,False
326,Lee Gonzalez,24,True,True,False,False,False,True,False,False,False,False,False,False,False,False
327,Kimberly Moore,60,False,True,False,False,False,False,False,False,False,True,False,False,False,False
328,Mark Bennett,20,False,True,False,False,False,False,True,False,False,False,False,False,False,False
329,Karla Hughes,28,True,True,False,False,False,False,False,False,False,False,False,False,True,False
330,Carrie Terry,70,False,False,False,True,False,False,False,False,True,False,False,False,False,False
331,Adam Wong,36,True,False,False,True,True,False,False,False,False,False,False,False,False,False
332,Angela Harvey,28,False,True,False,False,False,False,False,False,False,False,False,False,True,False
333,Jackson Fischer,64,True,True,False,False,False,False,False,False,True,False,False,False,False,False
334,Amanda Gonzalez,66,True,True,False,False,False,False,False,True,False,False,False,False,False,False
335,David Boyd,32,True,False,False,True,False,False,False,False,False,False,False,False,True,False
336,James Murphy,35,True,True,False,False,False,False,False,False,False,True,False,False,False,False
337,Eddie Andrews,48,True,True,False,False,False,True,False,False,False,False,False,False,False,False
338,Andrea Gonzalez,35,False,False,True,False,False,False,False,False,False,True,False,False,False,False
339,Casey Conner,20,True,True,False,False,False,False,False,False,False,False,False,False,False,True
340,Bruce Collins,32,False,True,False,False,False,False,False,False,False,False,True,False,False,False
